patch,champion,role,opponent,games,wins,winrate
16.8,Xerath,MID,Ryze,5,2,0.4
16.8,Xerath,MID,Ekko,5,0,0.0
16.8,Xerath,MID,TwistedFate,5,0,0.0
16.8,Xerath,MID,Annie,5,2,0.4
16.8,Xerath,MID,Ziggs,5,5,1.0
16.8,Xerath,MID,Katarina,4,1,0.25
16.8,Xerath,MID,Vex,4,3,0.75
16.8,Xerath,MID,Velkoz,4,3,0.75
16.8,Xerath,MID,Naafiri,4,2,0.5
16.8,Xerath,MID,Zed,4,4,1.0
16.8,Xerath,MID,Yone,4,3,0.75
16.8,Xerath,MID,Galio,4,3,0.75
16.8,Xerath,MID,Nasus,3,0,0.0
16.8,Xerath,MID,Kassadin,3,1,0.3333
16.8,Xerath,MID,Chogath,3,3,1.0
16.8,Xerath,MID,Talon,3,2,0.6667
16.8,Xerath,MID,Morgana,3,2,0.6667
16.8,Xerath,MID,Cassiopeia,2,0,0.0
16.8,Xerath,MID,Riven,2,1,0.5
16.8,Xerath,MID,AurelionSol,2,0,0.0
16.8,Xerath,MID,Vladimir,2,2,1.0
16.8,Xerath,MID,Swain,2,2,1.0
16.8,Xerath,MID,Ezreal,2,2,1.0
16.8,Xerath,MID,Mel,2,1,0.5
16.8,Xerath,MID,Malphite,1,0,0.0
16.8,Xerath,MID,Taliyah,1,1,1.0
16.8,Xerath,MID,Lulu,1,0,0.0
16.8,Xerath,MID,DrMundo,1,0,0.0
16.8,Xerath,MID,Smolder,1,0,0.0
16.8,Xerath,MID,Brand,1,0,0.0
16.8,Xerath,MID,Zilean,1,0,0.0
16.8,Xerath,MID,Gragas,1,0,0.0
16.8,Xerath,MID,Gwen,1,1,1.0
16.8,Xerath,MID,Sion,1,0,0.0
16.8,Xerath,MID,KogMaw,1,1,1.0
16.8,Xerath,MID,Soraka,1,0,0.0
16.8,Xerath,MID,Vayne,1,1,1.0
16.8,Xerath,MID,Quinn,1,1,1.0
16.8,XinZhao,MID,Talon,1,0,0.0
16.8,XinZhao,MID,Yone,1,0,0.0
16.8,XinZhao,MID,Vladimir,1,0,0.0
16.8,XinZhao,MID,Akshan,1,0,0.0
16.8,Yasuo,MID,Ahri,22,12,0.5455
16.8,Yasuo,MID,Yone,19,8,0.4211
16.8,Yasuo,MID,Syndra,17,8,0.4706
16.8,Yasuo,MID,Zed,14,5,0.3571
16.8,Yasuo,MID,Orianna,13,10,0.7692
16.8,Yasuo,MID,Lissandra,13,3,0.2308
16.8,Yasuo,MID,Ekko,12,7,0.5833
16.8,Yasuo,MID,Malzahar,12,5,0.4167
16.8,Yasuo,MID,Sylas,11,4,0.3636
16.8,Yasuo,MID,Veigar,10,6,0.6
16.8,Yasuo,MID,Zoe,10,2,0.2
16.8,Yasuo,MID,Vex,10,8,0.8
16.8,Yasuo,MID,Azir,10,7,0.7
16.8,Yasuo,MID,Akali,10,3,0.3
16.8,Yasuo,MID,Vladimir,9,3,0.3333
16.8,Yasuo,MID,Hwei,9,2,0.2222
16.8,Yasuo,MID,Xerath,8,5,0.625
16.8,Yasuo,MID,Ryze,8,6,0.75
16.8,Yasuo,MID,Galio,8,3,0.375
16.8,Yasuo,MID,Taliyah,8,5,0.625
16.8,Yasuo,MID,Sion,8,3,0.375
16.8,Yasuo,MID,Talon,8,6,0.75
16.8,Yasuo,MID,AurelionSol,7,3,0.4286
16.8,Yasuo,MID,Akshan,7,4,0.5714
16.8,Yasuo,MID,Irelia,7,2,0.2857
16.8,Yasuo,MID,Qiyana,7,2,0.2857
16.8,Yasuo,MID,Lux,7,3,0.4286
16.8,Yasuo,MID,Viktor,7,4,0.5714
16.8,Yasuo,MID,Fizz,7,3,0.4286
16.8,Yasuo,MID,TwistedFate,6,4,0.6667
16.8,Yasuo,MID,Annie,6,5,0.8333
16.8,Yasuo,MID,Katarina,5,3,0.6
16.8,Yasuo,MID,Naafiri,5,4,0.8
16.8,Yasuo,MID,Leblanc,5,4,0.8
16.8,Yasuo,MID,Aurora,4,1,0.25
16.8,Yasuo,MID,Kassadin,4,4,1.0
16.8,Yasuo,MID,Neeko,4,2,0.5
16.8,Yasuo,MID,Anivia,4,2,0.5
16.8,Yasuo,MID,Malphite,3,1,0.3333
16.8,Yasuo,MID,Cassiopeia,3,3,1.0
16.8,Yasuo,MID,Nasus,3,1,0.3333
16.8,Yasuo,MID,Renekton,3,3,1.0
16.8,Yasuo,MID,Diana,3,2,0.6667
16.8,Yasuo,MID,Karma,3,1,0.3333
16.8,Yasuo,MID,KSante,2,2,1.0
16.8,Yasuo,MID,Quinn,2,2,1.0
16.8,Yasuo,MID,Mel,2,0,0.0
16.8,Yasuo,MID,Tristana,2,1,0.5
16.8,Yasuo,MID,Tryndamere,2,0,0.0
16.8,Yasuo,MID,Pantheon,2,1,0.5
16.8,Yasuo,MID,Velkoz,2,1,0.5
16.8,Yasuo,MID,Chogath,2,2,1.0
16.8,Yasuo,MID,Shen,2,1,0.5
16.8,Yasuo,MID,Singed,2,0,0.0
16.8,Yasuo,MID,Kennen,2,2,1.0
16.8,Yasuo,MID,Briar,2,2,1.0
16.8,Yasuo,MID,Jayce,2,1,0.5
16.8,Yasuo,MID,Smolder,2,1,0.5
16.8,Yasuo,MID,Garen,2,2,1.0
16.8,Yasuo,MID,Swain,2,1,0.5
16.8,Yasuo,MID,Zilean,2,2,1.0
16.8,Yasuo,MID,Rumble,1,0,0.0
16.8,Yasuo,MID,Twitch,1,0,0.0
16.8,Yasuo,MID,MonkeyKing,1,0,0.0
16.8,Yasuo,MID,FiddleSticks,1,0,0.0
16.8,Yasuo,MID,Riven,1,1,1.0
16.8,Yasuo,MID,Jax,1,0,0.0
16.8,Yasuo,MID,Corki,1,1,1.0
16.8,Yasuo,MID,Morgana,1,0,0.0
16.8,Yasuo,MID,MasterYi,1,0,0.0
16.8,Yasuo,MID,Ambessa,1,0,0.0
16.8,Yasuo,MID,Kayle,1,0,0.0
16.8,Yasuo,MID,Ziggs,1,1,1.0
16.8,Yasuo,MID,Belveth,1,0,0.0
16.8,Yasuo,MID,Urgot,1,1,1.0
16.8,Yasuo,MID,Lucian,1,1,1.0
16.8,Yasuo,MID,Blitzcrank,1,1,1.0
16.8,Yasuo,MID,Illaoi,1,1,1.0
16.8,Yasuo,MID,Zaahen,1,0,0.0
16.8,Yasuo,MID,Mordekaiser,1,0,0.0
16.8,Yasuo,MID,Gragas,1,0,0.0
16.8,Yasuo,MID,Sett,1,1,1.0
16.8,Yasuo,MID,Karthus,1,1,1.0
16.8,Yasuo,MID,Aatrox,1,1,1.0
16.8,Yone,MID,Yasuo,19,11,0.5789
16.8,Yone,MID,Ahri,17,7,0.4118
16.8,Yone,MID,Viktor,13,8,0.6154
16.8,Yone,MID,TwistedFate,13,7,0.5385
16.8,Yone,MID,Katarina,10,4,0.4
16.8,Yone,MID,Hwei,10,8,0.8
16.8,Yone,MID,Aurora,10,3,0.3
16.8,Yone,MID,Malzahar,10,7,0.7
16.8,Yone,MID,Azir,10,5,0.5
16.8,Yone,MID,Galio,10,5,0.5
16.8,Yone,MID,Vladimir,10,8,0.8
16.8,Yone,MID,Zoe,9,5,0.5556
16.8,Yone,MID,Zed,9,5,0.5556
16.8,Yone,MID,Sylas,8,6,0.75
16.8,Yone,MID,Syndra,8,6,0.75
16.8,Yone,MID,Diana,8,4,0.5
16.8,Yone,MID,Akali,8,5,0.625
16.8,Yone,MID,Ryze,7,5,0.7143
16.8,Yone,MID,AurelionSol,7,3,0.4286
16.8,Yone,MID,Lissandra,7,2,0.2857
16.8,Yone,MID,Orianna,6,3,0.5
16.8,Yone,MID,Mel,6,5,0.8333
16.8,Yone,MID,Fizz,6,2,0.3333
16.8,Yone,MID,Veigar,5,3,0.6
16.8,Yone,MID,Ekko,4,2,0.5
16.8,Yone,MID,Jayce,4,1,0.25
16.8,Yone,MID,Lux,4,2,0.5
16.8,Yone,MID,Xerath,4,1,0.25
16.8,Yone,MID,Vex,4,1,0.25
16.8,Yone,MID,Kassadin,4,4,1.0
16.8,Yone,MID,Akshan,3,1,0.3333
16.8,Yone,MID,Irelia,3,1,0.3333
16.8,Yone,MID,Cassiopeia,3,2,0.6667
16.8,Yone,MID,Taliyah,3,2,0.6667
16.8,Yone,MID,Qiyana,3,2,0.6667
16.8,Yone,MID,Anivia,3,1,0.3333
16.8,Yone,MID,Annie,3,1,0.3333
16.8,Yone,MID,Talon,3,1,0.3333
16.8,Yone,MID,Gragas,2,1,0.5
16.8,Yone,MID,Naafiri,2,1,0.5
16.8,Yone,MID,Tristana,2,1,0.5
16.8,Yone,MID,Brand,2,1,0.5
16.8,Yone,MID,Leblanc,2,0,0.0
16.8,Yone,MID,Chogath,2,1,0.5
16.8,Yone,MID,Ashe,2,0,0.0
16.8,Yone,MID,Zilean,2,2,1.0
16.8,Yone,MID,Nasus,1,1,1.0
16.8,Yone,MID,Ziggs,1,1,1.0
16.8,Yone,MID,KogMaw,1,0,0.0
16.8,Yone,MID,LeeSin,1,0,0.0
16.8,Yone,MID,Zac,1,0,0.0
16.8,Yone,MID,Jhin,1,0,0.0
16.8,Yone,MID,MasterYi,1,0,0.0
16.8,Yone,MID,Riven,1,1,1.0
16.8,Yone,MID,Kaisa,1,1,1.0
16.8,Yone,MID,XinZhao,1,1,1.0
16.8,Yone,MID,Gangplank,1,0,0.0
16.8,Yone,MID,Heimerdinger,1,1,1.0
16.8,Yone,MID,Swain,1,0,0.0
16.8,Yone,MID,Garen,1,0,0.0
16.8,Yone,MID,Smolder,1,1,1.0
16.8,Yone,MID,Belveth,1,1,1.0
16.8,Yone,MID,Gwen,1,0,0.0
16.8,Yone,MID,Teemo,1,0,0.0
16.8,Yone,MID,Malphite,1,1,1.0
16.8,Yone,MID,Quinn,1,0,0.0
16.8,Yone,MID,Sion,1,1,1.0
16.8,Yone,MID,Kayle,1,1,1.0
16.8,Yone,MID,Seraphine,1,0,0.0
16.8,Yone,MID,Darius,1,0,0.0
16.8,Yone,MID,Pantheon,1,0,0.0
16.8,Yone,MID,Velkoz,1,0,0.0
16.8,Yone,MID,Varus,1,0,0.0
16.8,Yone,MID,Tryndamere,1,1,1.0
16.8,Yone,MID,MonkeyKing,1,1,1.0
16.8,Yorick,MID,Syndra,2,1,0.5
16.8,Yorick,MID,Diana,1,0,0.0
16.8,Yorick,MID,Nasus,1,1,1.0
16.8,Yorick,MID,Orianna,1,0,0.0
16.8,Yunara,MID,Fizz,1,0,0.0
16.8,Zaahen,MID,Garen,1,1,1.0
16.8,Zaahen,MID,Yasuo,1,1,1.0
16.8,Zaahen,MID,Syndra,1,0,0.0
16.8,Zac,MID,Sylas,2,2,1.0
16.8,Zac,MID,Qiyana,2,1,0.5
16.8,Zac,MID,Akali,1,1,1.0
16.8,Zac,MID,Yone,1,1,1.0
16.8,Zac,MID,Syndra,1,1,1.0
16.8,Zac,MID,Annie,1,0,0.0
16.8,Zac,MID,Lissandra,1,1,1.0
16.8,Zac,MID,Diana,1,0,0.0
16.8,Zac,MID,Orianna,1,1,1.0
16.8,Zac,MID,Hwei,1,0,0.0
16.8,Zac,MID,AurelionSol,1,0,0.0
16.8,Zac,MID,Gragas,1,1,1.0
16.8,Zac,MID,Ahri,1,0,0.0
16.8,Zac,MID,Ezreal,1,0,0.0
16.8,Zed,MID,Ahri,32,15,0.4688
16.8,Zed,MID,Akali,17,11,0.6471
16.8,Zed,MID,Yasuo,14,9,0.6429
16.8,Zed,MID,Sylas,13,7,0.5385
16.8,Zed,MID,Hwei,13,6,0.4615
16.8,Zed,MID,Katarina,12,3,0.25
16.8,Zed,MID,Viktor,12,6,0.5
16.8,Zed,MID,Talon,11,5,0.4545
16.8,Zed,MID,Malzahar,11,7,0.6364
16.8,Zed,MID,Ekko,11,9,0.8182
16.8,Zed,MID,Lissandra,10,5,0.5
16.8,Zed,MID,Akshan,10,6,0.6
16.8,Zed,MID,Annie,9,6,0.6667
16.8,Zed,MID,Fizz,9,3,0.3333
16.8,Zed,MID,Vladimir,9,3,0.3333
16.8,Zed,MID,Yone,9,4,0.4444
16.8,Zed,MID,Zoe,8,5,0.625
16.8,Zed,MID,Leblanc,7,3,0.4286
16.8,Zed,MID,Azir,7,5,0.7143
16.8,Zed,MID,Galio,7,5,0.7143
16.8,Zed,MID,Anivia,7,5,0.7143
16.8,Zed,MID,Aurora,7,3,0.4286
16.8,Zed,MID,Ryze,6,4,0.6667
16.8,Zed,MID,Diana,6,2,0.3333
16.8,Zed,MID,Vex,5,3,0.6
16.8,Zed,MID,Malphite,5,2,0.4
16.8,Zed,MID,AurelionSol,5,2,0.4
16.8,Zed,MID,Sion,5,2,0.4
16.8,Zed,MID,Syndra,5,1,0.2
16.8,Zed,MID,Qiyana,4,1,0.25
16.8,Zed,MID,Naafiri,4,3,0.75
16.8,Zed,MID,Pantheon,4,3,0.75
16.8,Zed,MID,Xerath,4,0,0.0
16.8,Zed,MID,TwistedFate,4,2,0.5
16.8,Zed,MID,Orianna,4,4,1.0
16.8,Zed,MID,Mel,4,1,0.25
16.8,Zed,MID,Brand,3,0,0.0
16.8,Zed,MID,Chogath,3,0,0.0
16.8,Zed,MID,Lux,3,2,0.6667
16.8,Zed,MID,Irelia,3,0,0.0
16.8,Zed,MID,Riven,2,0,0.0
16.8,Zed,MID,Ziggs,2,2,1.0
16.8,Zed,MID,Kassadin,2,2,1.0
16.8,Zed,MID,Pyke,2,2,1.0
16.8,Zed,MID,Nasus,2,0,0.0
16.8,Zed,MID,Tryndamere,2,1,0.5
16.8,Zed,MID,Cassiopeia,2,1,0.5
16.8,Zed,MID,Swain,2,1,0.5
16.8,Zed,MID,Viego,2,0,0.0
16.8,Zed,MID,Gragas,2,2,1.0
16.8,Zed,MID,Taliyah,2,1,0.5
16.8,Zed,MID,Tristana,2,1,0.5
16.8,Zed,MID,Morgana,2,2,1.0
16.8,Zed,MID,Garen,1,1,1.0
16.8,Zed,MID,MonkeyKing,1,1,1.0
16.8,Zed,MID,Ambessa,1,1,1.0
16.8,Zed,MID,Veigar,1,1,1.0
16.8,Zed,MID,Olaf,1,0,0.0
16.8,Zed,MID,Ezreal,1,1,1.0
16.8,Zed,MID,Smolder,1,1,1.0
16.8,Zed,MID,Sett,1,0,0.0
16.8,Zed,MID,Aatrox,1,1,1.0
16.8,Zed,MID,Lucian,1,1,1.0
16.8,Zed,MID,Velkoz,1,1,1.0
16.8,Zed,MID,Nocturne,1,0,0.0
16.8,Zeri,MID,Lux,1,1,1.0
16.8,Zeri,MID,Naafiri,1,1,1.0
16.8,Ziggs,MID,Xerath,5,0,0.0
16.8,Ziggs,MID,Viktor,4,2,0.5
16.8,Ziggs,MID,Ahri,3,3,1.0
16.8,Ziggs,MID,Taliyah,3,2,0.6667
16.8,Ziggs,MID,Mel,2,2,1.0
16.8,Ziggs,MID,Zed,2,0,0.0
16.8,Ziggs,MID,Fizz,2,1,0.5
16.8,Ziggs,MID,Syndra,2,2,1.0
16.8,Ziggs,MID,Vladimir,2,1,0.5
16.8,Ziggs,MID,Hwei,2,1,0.5
16.8,Ziggs,MID,Lux,2,0,0.0
16.8,Ziggs,MID,Malzahar,1,1,1.0
16.8,Ziggs,MID,Yone,1,0,0.0
16.8,Ziggs,MID,Vex,1,0,0.0
16.8,Ziggs,MID,Talon,1,0,0.0
16.8,Ziggs,MID,Nautilus,1,1,1.0
16.8,Ziggs,MID,Sion,1,1,1.0
16.8,Ziggs,MID,Smolder,1,1,1.0
16.8,Ziggs,MID,Akali,1,1,1.0
16.8,Ziggs,MID,Yasuo,1,0,0.0
16.8,Ziggs,MID,Aurora,1,1,1.0
16.8,Ziggs,MID,Chogath,1,0,0.0
16.8,Ziggs,MID,Annie,1,0,0.0
16.8,Ziggs,MID,Kassadin,1,1,1.0
16.8,Ziggs,MID,Akshan,1,1,1.0
16.8,Ziggs,MID,Veigar,1,1,1.0
16.8,Ziggs,MID,Naafiri,1,0,0.0
16.8,Ziggs,MID,Shen,1,1,1.0
16.8,Ziggs,MID,KogMaw,1,1,1.0
16.8,Ziggs,MID,Lissandra,1,1,1.0
16.8,Ziggs,MID,TwistedFate,1,0,0.0
16.8,Ziggs,MID,Ezreal,1,1,1.0
16.8,Ziggs,MID,Ryze,1,0,0.0
16.8,Zilean,MID,Lux,3,2,0.6667
16.8,Zilean,MID,Hwei,3,3,1.0
16.8,Zilean,MID,Yasuo,2,0,0.0
16.8,Zilean,MID,Ahri,2,1,0.5
16.8,Zilean,MID,Galio,2,1,0.5
16.8,Zilean,MID,Yone,2,0,0.0
16.8,Zilean,MID,Akshan,1,0,0.0
16.8,Zilean,MID,Jayce,1,1,1.0
16.8,Zilean,MID,Akali,1,1,1.0
16.8,Zilean,MID,Diana,1,0,0.0
16.8,Zilean,MID,Azir,1,1,1.0
16.8,Zilean,MID,Veigar,1,1,1.0
16.8,Zilean,MID,Fizz,1,0,0.0
16.8,Zilean,MID,Taliyah,1,0,0.0
16.8,Zilean,MID,Aurora,1,0,0.0
16.8,Zilean,MID,Katarina,1,1,1.0
16.8,Zilean,MID,Xerath,1,1,1.0
16.8,Zilean,MID,Syndra,1,1,1.0
16.8,Zilean,MID,Gwen,1,0,0.0
16.8,Zilean,MID,Naafiri,1,1,1.0
16.8,Zilean,MID,Sylas,1,0,0.0
16.8,Zoe,MID,Ahri,15,9,0.6
16.8,Zoe,MID,Xerath,10,5,0.5
16.8,Zoe,MID,Yasuo,10,8,0.8
16.8,Zoe,MID,Katarina,10,3,0.3
16.8,Zoe,MID,Fizz,9,5,0.5556
16.8,Zoe,MID,Leblanc,9,4,0.4444
16.8,Zoe,MID,Yone,9,4,0.4444
16.8,Zoe,MID,Orianna,8,4,0.5
16.8,Zoe,MID,Lissandra,8,5,0.625
16.8,Zoe,MID,Zed,8,3,0.375
16.8,Zoe,MID,Malzahar,8,3,0.375
16.8,Zoe,MID,Syndra,8,4,0.5
16.8,Zoe,MID,Vladimir,6,5,0.8333
16.8,Zoe,MID,Talon,6,1,0.1667
16.8,Zoe,MID,Mel,6,3,0.5
16.8,Zoe,MID,Azir,6,3,0.5
16.8,Zoe,MID,Akali,6,3,0.5
16.8,Zoe,MID,Sylas,5,2,0.4
16.8,Zoe,MID,Hwei,5,1,0.2
16.8,Zoe,MID,Annie,5,4,0.8
16.8,Zoe,MID,Anivia,5,2,0.4
16.8,Zoe,MID,AurelionSol,4,1,0.25
16.8,Zoe,MID,Viktor,4,3,0.75
16.8,Zoe,MID,Akshan,4,1,0.25
16.8,Zoe,MID,Veigar,4,1,0.25
16.8,Zoe,MID,Aurora,4,2,0.5
16.8,Zoe,MID,Lux,4,4,1.0
16.8,Zoe,MID,Sion,4,3,0.75
16.8,Zoe,MID,Galio,4,2,0.5
16.8,Zoe,MID,Ekko,3,2,0.6667
16.8,Zoe,MID,Cassiopeia,3,0,0.0
16.8,Zoe,MID,Diana,3,2,0.6667
16.8,Zoe,MID,Taliyah,3,2,0.6667
16.8,Zoe,MID,Seraphine,2,0,0.0
16.8,Zoe,MID,Gragas,2,2,1.0
16.8,Zoe,MID,Naafiri,2,1,0.5
16.8,Zoe,MID,Qiyana,2,1,0.5
16.8,Zoe,MID,Ryze,2,1,0.5
16.8,Zoe,MID,Gangplank,2,1,0.5
16.8,Zoe,MID,Kassadin,2,1,0.5
16.8,Zoe,MID,Brand,2,1,0.5
16.8,Zoe,MID,Irelia,2,2,1.0
16.8,Zoe,MID,Karthus,2,2,1.0
16.8,Zoe,MID,TwistedFate,2,1,0.5
16.8,Zoe,MID,Maokai,1,0,0.0
16.8,Zoe,MID,Smolder,1,0,0.0
16.8,Zoe,MID,Karma,1,0,0.0
16.8,Zoe,MID,Vex,1,0,0.0
16.8,Zoe,MID,Gwen,1,0,0.0
16.8,Zoe,MID,Riven,1,0,0.0
16.8,Zoe,MID,Briar,1,1,1.0
16.8,Zoe,MID,Neeko,1,0,0.0
16.8,Zoe,MID,Ezreal,1,0,0.0
16.8,Zoe,MID,Belveth,1,0,0.0
16.8,Zoe,MID,Sivir,1,0,0.0
16.8,Zoe,MID,Pantheon,1,1,1.0
16.8,Zoe,MID,Renekton,1,1,1.0
16.8,Zoe,MID,Jayce,1,0,0.0
16.8,Zoe,MID,Graves,1,0,0.0
16.8,Zoe,MID,Morgana,1,1,1.0
16.8,Zyra,MID,Ekko,1,0,0.0
16.8,Zyra,MID,Malzahar,1,1,1.0
16.8,Zyra,MID,Talon,1,0,0.0
16.8,Zyra,MID,Hwei,1,1,1.0
16.8,Zyra,MID,Viktor,1,0,0.0
16.8,Zyra,MID,Orianna,1,0,0.0
16.8,Aatrox,SUPPORT,Pyke,1,0,0.0
16.8,Aatrox,SUPPORT,Seraphine,1,1,1.0
16.8,Ahri,SUPPORT,Elise,3,1,0.3333
16.8,Ahri,SUPPORT,Thresh,2,0,0.0
16.8,Ahri,SUPPORT,Sona,1,1,1.0
16.8,Ahri,SUPPORT,Amumu,1,0,0.0
16.8,Ahri,SUPPORT,Maokai,1,1,1.0
16.8,Ahri,SUPPORT,Nami,1,0,0.0
16.8,Ahri,SUPPORT,Lux,1,0,0.0
16.8,Ahri,SUPPORT,Renata,1,0,0.0
16.8,Ahri,SUPPORT,Quinn,1,1,1.0
16.8,Ahri,SUPPORT,Brand,1,0,0.0
16.8,Ahri,SUPPORT,Zyra,1,1,1.0
16.8,Akali,SUPPORT,Soraka,1,1,1.0
16.8,Akali,SUPPORT,Rell,1,1,1.0
16.8,Akshan,SUPPORT,Nami,1,0,0.0
16.8,Alistar,SUPPORT,Nautilus,18,7,0.3889
16.8,Alistar,SUPPORT,Seraphine,16,10,0.625
16.8,Alistar,SUPPORT,Thresh,14,9,0.6429
16.8,Alistar,SUPPORT,Leona,14,10,0.7143
16.8,Alistar,SUPPORT,Lulu,13,6,0.4615
16.8,Alistar,SUPPORT,Sona,11,7,0.6364
16.8,Alistar,SUPPORT,Braum,10,4,0.4
16.8,Alistar,SUPPORT,Nami,10,7,0.7
16.8,Alistar,SUPPORT,Karma,9,5,0.5556
16.8,Alistar,SUPPORT,Rell,8,5,0.625
16.8,Alistar,SUPPORT,Janna,8,3,0.375
16.8,Alistar,SUPPORT,Pyke,7,4,0.5714
16.8,Alistar,SUPPORT,Bard,7,2,0.2857
16.8,Alistar,SUPPORT,Morgana,7,6,0.8571
16.8,Alistar,SUPPORT,Swain,6,5,0.8333
16.8,Alistar,SUPPORT,Milio,6,4,0.6667
16.8,Alistar,SUPPORT,Soraka,5,3,0.6
16.8,Alistar,SUPPORT,Yuumi,5,3,0.6
16.8,Alistar,SUPPORT,Lux,5,3,0.6
16.8,Alistar,SUPPORT,Brand,5,4,0.8
16.8,Alistar,SUPPORT,Pantheon,4,2,0.5
16.8,Alistar,SUPPORT,Blitzcrank,4,4,1.0
16.8,Alistar,SUPPORT,TahmKench,4,2,0.5
16.8,Alistar,SUPPORT,Zilean,4,2,0.5
16.8,Alistar,SUPPORT,Senna,4,2,0.5
16.8,Alistar,SUPPORT,Rakan,3,1,0.3333
16.8,Alistar,SUPPORT,Zyra,3,2,0.6667
16.8,Alistar,SUPPORT,Poppy,3,1,0.3333
16.8,Alistar,SUPPORT,Maokai,3,1,0.3333
16.8,Alistar,SUPPORT,Taric,3,2,0.6667
16.8,Alistar,SUPPORT,Shaco,2,2,1.0
16.8,Alistar,SUPPORT,LeeSin,2,1,0.5
16.8,Alistar,SUPPORT,Elise,2,1,0.5
16.8,Alistar,SUPPORT,Xerath,1,1,1.0
16.8,Alistar,SUPPORT,Galio,1,0,0.0
16.8,Alistar,SUPPORT,Gragas,1,0,0.0
16.8,Alistar,SUPPORT,Qiyana,1,1,1.0
16.8,Alistar,SUPPORT,Amumu,1,1,1.0
16.8,Alistar,SUPPORT,Annie,1,1,1.0
16.8,Alistar,SUPPORT,Ivern,1,0,0.0
16.8,Alistar,SUPPORT,Zaahen,1,1,1.0
16.8,Alistar,SUPPORT,Neeko,1,0,0.0
16.8,Alistar,SUPPORT,Zac,1,1,1.0
16.8,Alistar,SUPPORT,Sylas,1,0,0.0
16.8,Alistar,SUPPORT,Sett,1,1,1.0
16.8,Alistar,SUPPORT,Twitch,1,1,1.0
16.8,Alistar,SUPPORT,MissFortune,1,1,1.0
16.8,Alistar,SUPPORT,Velkoz,1,1,1.0
16.8,Alistar,SUPPORT,Anivia,1,1,1.0
16.8,Alistar,SUPPORT,Shen,1,1,1.0
16.8,Alistar,SUPPORT,Chogath,1,0,0.0
16.8,Amumu,SUPPORT,Nami,6,3,0.5
16.8,Amumu,SUPPORT,Leona,4,0,0.0
16.8,Amumu,SUPPORT,Galio,2,2,1.0
16.8,Amumu,SUPPORT,TahmKench,2,2,1.0
16.8,Amumu,SUPPORT,Thresh,2,1,0.5
16.8,Amumu,SUPPORT,Seraphine,2,0,0.0
16.8,Amumu,SUPPORT,Xerath,2,0,0.0
16.8,Amumu,SUPPORT,Lux,2,1,0.5
16.8,Amumu,SUPPORT,Morgana,2,1,0.5
16.8,Amumu,SUPPORT,Karma,2,0,0.0
16.8,Amumu,SUPPORT,Milio,2,1,0.5
16.8,Amumu,SUPPORT,Zilean,2,0,0.0
16.8,Amumu,SUPPORT,Sona,2,1,0.5
16.8,Amumu,SUPPORT,Swain,1,1,1.0
16.8,Amumu,SUPPORT,Ahri,1,1,1.0
16.8,Amumu,SUPPORT,Pyke,1,1,1.0
16.8,Amumu,SUPPORT,Alistar,1,0,0.0
16.8,Amumu,SUPPORT,Poppy,1,0,0.0
16.8,Amumu,SUPPORT,Soraka,1,1,1.0
16.8,Amumu,SUPPORT,RekSai,1,1,1.0
16.8,Amumu,SUPPORT,Nautilus,1,1,1.0
16.8,Amumu,SUPPORT,Senna,1,1,1.0
16.8,Amumu,SUPPORT,Lulu,1,0,0.0
16.8,Amumu,SUPPORT,Yuumi,1,0,0.0
16.8,Amumu,SUPPORT,Nidalee,1,0,0.0
16.8,Anivia,SUPPORT,Nami,8,3,0.375
16.8,Anivia,SUPPORT,Sona,6,6,1.0
16.8,Anivia,SUPPORT,Karma,5,0,0.0
16.8,Anivia,SUPPORT,Thresh,5,3,0.6
16.8,Anivia,SUPPORT,Seraphine,5,1,0.2
16.8,Anivia,SUPPORT,Yuumi,4,4,1.0
16.8,Anivia,SUPPORT,Milio,4,3,0.75
16.8,Anivia,SUPPORT,Lulu,4,2,0.5
16.8,Anivia,SUPPORT,Maokai,3,0,0.0
16.8,Anivia,SUPPORT,Rakan,2,2,1.0
16.8,Anivia,SUPPORT,Blitzcrank,2,1,0.5
16.8,Anivia,SUPPORT,Soraka,2,1,0.5
16.8,Anivia,SUPPORT,Bard,2,1,0.5
16.8,Anivia,SUPPORT,Lux,2,1,0.5
16.8,Anivia,SUPPORT,Galio,2,1,0.5
16.8,Anivia,SUPPORT,Brand,2,0,0.0
16.8,Anivia,SUPPORT,Renata,2,0,0.0
16.8,Anivia,SUPPORT,Pantheon,2,1,0.5
16.8,Anivia,SUPPORT,Leona,2,0,0.0
16.8,Anivia,SUPPORT,Zyra,1,1,1.0
16.8,Anivia,SUPPORT,Neeko,1,0,0.0
16.8,Anivia,SUPPORT,Janna,1,0,0.0
16.8,Anivia,SUPPORT,Teemo,1,0,0.0
16.8,Anivia,SUPPORT,Rell,1,1,1.0
16.8,Anivia,SUPPORT,Alistar,1,0,0.0
16.8,Anivia,SUPPORT,Shaco,1,1,1.0
16.8,Anivia,SUPPORT,Poppy,1,0,0.0
16.8,Anivia,SUPPORT,Senna,1,0,0.0
16.8,Anivia,SUPPORT,Hwei,1,0,0.0
16.8,Anivia,SUPPORT,Ashe,1,0,0.0
16.8,Anivia,SUPPORT,Pyke,1,1,1.0
16.8,Anivia,SUPPORT,Gragas,1,0,0.0
16.8,Anivia,SUPPORT,Sylas,1,1,1.0
