patch,champion,role,games,winrate
16.11,LeeSin,TOP,2,0.5
16.11,Ryze,TOP,2,1.0
16.11,Yorick,TOP,2,1.0
16.11,Poppy,TOP,2,0.5
16.11,Zoe,TOP,2,1.0
16.11,Leblanc,TOP,1,0.0
16.11,Rammus,TOP,1,0.0
16.11,Fizz,TOP,1,1.0
16.11,Swain,TOP,1,1.0
16.11,Aurora,TOP,1,1.0
16.11,Sylas,TOP,1,0.0
16.11,FiddleSticks,TOP,1,1.0
16.11,Nidalee,TOP,1,0.0
16.11,Heimerdinger,TOP,1,0.0
16.11,Sona,TOP,1,1.0
16.11,Ekko,TOP,1,1.0
16.11,Zeri,TOP,1,0.0
16.11,Maokai,TOP,1,0.0
16.11,RekSai,TOP,1,0.0
16.11,Zilean,TOP,1,1.0
16.11,Caitlyn,TOP,1,1.0
16.11,Belveth,TOP,1,0.0
16.11,Twitch,TOP,1,0.0
16.11,Katarina,TOP,1,1.0
16.11,Galio,TOP,1,1.0
16.11,Lucian,TOP,1,0.0
16.11,AurelionSol,TOP,1,1.0
16.11,Kayle,TOP,1,1.0
16.12,Jhin,BOT,34,0.4412
16.12,Senna,BOT,33,0.697
16.12,Caitlyn,BOT,26,0.4231
16.12,Jinx,BOT,25,0.52
16.12,Ashe,BOT,19,0.4211
16.12,Tristana,BOT,18,0.5
16.12,Ezreal,BOT,16,0.375
16.12,Lucian,BOT,16,0.375
16.12,Kaisa,BOT,11,0.4545
16.12,Vayne,BOT,11,0.8182
16.12,Twitch,BOT,10,0.4
16.12,Yunara,BOT,10,0.5
16.12,Xayah,BOT,10,0.6
16.12,Seraphine,BOT,8,0.5
16.12,Smolder,BOT,8,0.875
16.12,Aphelios,BOT,8,0.75
16.12,Brand,BOT,7,0.5714
16.12,Draven,BOT,7,0.7143
16.12,Samira,BOT,7,0.8571
16.12,Zeri,BOT,6,0.1667
16.12,Veigar,BOT,6,0.6667
16.12,KogMaw,BOT,6,0.5
16.12,Kalista,BOT,5,0.4
16.12,AurelionSol,BOT,5,0.4
16.12,Corki,BOT,5,0.4
16.12,Sivir,BOT,4,0.25
16.12,Swain,BOT,4,0.25
16.12,MissFortune,BOT,4,0.25
16.12,Lux,BOT,4,0.25
16.12,Karthus,BOT,3,0.3333
16.12,Ziggs,BOT,3,0.0
16.12,Irelia,BOT,3,0.0
16.12,Velkoz,BOT,3,0.3333
16.12,Varus,BOT,3,0.3333
16.12,Yasuo,BOT,3,0.6667
16.12,Zyra,BOT,2,1.0
16.12,Katarina,BOT,2,1.0
16.12,Fiora,BOT,2,0.0
16.12,Syndra,BOT,2,0.5
16.12,Viktor,BOT,2,0.5
16.12,Ahri,BOT,1,0.0
16.12,Nilah,BOT,1,1.0
16.12,Xerath,BOT,1,0.0
16.12,Cassiopeia,BOT,1,1.0
16.12,Mel,BOT,1,0.0
16.12,Vladimir,BOT,1,1.0
16.12,Taliyah,BOT,1,0.0
16.12,Viego,JUNGLE,19,0.5263
16.12,JarvanIV,JUNGLE,18,0.5556
16.12,Graves,JUNGLE,17,0.6471
16.12,Nunu,JUNGLE,16,0.5
16.12,Rengar,JUNGLE,16,0.6875
16.12,Diana,JUNGLE,14,0.4286
16.12,LeeSin,JUNGLE,14,0.4286
16.12,Shyvana,JUNGLE,13,0.5385
16.12,Talon,JUNGLE,12,0.3333
16.12,Kayn,JUNGLE,12,0.25
16.12,Ambessa,JUNGLE,10,0.2
16.12,Shaco,JUNGLE,10,0.8
16.12,Vi,JUNGLE,9,0.5556
16.12,Nocturne,JUNGLE,9,0.5556
16.12,Sylas,JUNGLE,8,0.375
16.12,Naafiri,JUNGLE,8,0.625
16.12,Ekko,JUNGLE,8,0.5
16.12,MonkeyKing,JUNGLE,8,0.75
16.12,RekSai,JUNGLE,8,0.625
16.12,Nasus,JUNGLE,7,0.5714
16.12,Khazix,JUNGLE,7,0.5714
16.12,Belveth,JUNGLE,7,0.5714
16.12,Hecarim,JUNGLE,7,0.5714
16.12,Briar,JUNGLE,7,0.5714
16.12,XinZhao,JUNGLE,5,0.6
16.12,Jayce,JUNGLE,5,0.4
16.12,FiddleSticks,JUNGLE,4,0.5
16.12,MasterYi,JUNGLE,4,0.25
16.12,Udyr,JUNGLE,4,0.75
16.12,Nidalee,JUNGLE,4,0.5
16.12,Lillia,JUNGLE,4,0.25
16.12,Aatrox,JUNGLE,4,1.0
16.12,Volibear,JUNGLE,4,0.5
16.12,Zac,JUNGLE,4,0.5
16.12,Quinn,JUNGLE,4,0.25
16.12,Zyra,JUNGLE,3,0.0
16.12,Maokai,JUNGLE,3,0.3333
16.12,Evelynn,JUNGLE,3,0.3333
16.12,Kindred,JUNGLE,3,0.3333
16.12,Jax,JUNGLE,3,0.3333
16.12,Olaf,JUNGLE,3,0.3333
16.12,Rammus,JUNGLE,3,1.0
16.12,Ivern,JUNGLE,3,0.3333
16.12,Sejuani,JUNGLE,3,0.3333
16.12,Warwick,JUNGLE,3,0.6667
16.12,Elise,JUNGLE,3,0.0
16.12,Darius,JUNGLE,2,0.5
16.12,Brand,JUNGLE,2,0.5
16.12,Karthus,JUNGLE,2,0.5
16.12,Qiyana,JUNGLE,2,0.5
16.12,Trundle,JUNGLE,2,0.5
16.12,Gragas,JUNGLE,2,0.0
16.12,Chogath,JUNGLE,2,1.0
16.12,Taliyah,JUNGLE,2,0.0
16.12,Zed,JUNGLE,1,0.0
16.12,Teemo,JUNGLE,1,0.0
16.12,Riven,JUNGLE,1,0.0
16.12,Nautilus,JUNGLE,1,0.0
16.12,Skarner,JUNGLE,1,0.0
16.12,Pantheon,JUNGLE,1,1.0
16.12,Fizz,JUNGLE,1,1.0
16.12,Vayne,JUNGLE,1,0.0
16.12,Yorick,JUNGLE,1,1.0
16.12,Hwei,MID,21,0.5238
16.12,Sylas,MID,21,0.619
16.12,Yone,MID,20,0.45
16.12,Ahri,MID,16,0.8125
16.12,Yasuo,MID,16,0.5625
16.12,Syndra,MID,13,0.6923
16.12,Viktor,MID,13,0.2308
16.12,Akali,MID,12,0.5833
16.12,Katarina,MID,12,0.5833
16.12,TwistedFate,MID,11,0.4545
16.12,Ekko,MID,9,0.4444
16.12,Azir,MID,8,0.5
16.12,Malzahar,MID,8,0.5
16.12,Xerath,MID,8,0.75
16.12,Ryze,MID,8,0.25
16.12,Galio,MID,7,0.5714
16.12,Fizz,MID,7,0.4286
16.12,Vladimir,MID,7,0.7143
16.12,Zoe,MID,7,0.5714
16.12,Kassadin,MID,7,0.2857
16.12,Aurora,MID,7,0.8571
16.12,Orianna,MID,7,1.0
16.12,Zed,MID,7,0.4286
16.12,AurelionSol,MID,6,0.1667
16.12,Anivia,MID,6,0.3333
16.12,Veigar,MID,6,0.5
16.12,Lux,MID,6,0.1667
16.12,Riven,MID,5,0.6
16.12,Leblanc,MID,5,0.4
16.12,Lissandra,MID,5,0.4
16.12,Singed,MID,4,0.75
16.12,Annie,MID,4,0.5
16.12,Qiyana,MID,3,0.3333
16.12,Diana,MID,3,0.3333
16.12,Mel,MID,3,0.3333
16.12,Velkoz,MID,3,0.3333
16.12,Brand,MID,3,0.3333
16.12,Taliyah,MID,3,0.3333
16.12,Jayce,MID,3,0.3333
16.12,Renekton,MID,3,1.0
16.12,Talon,MID,2,0.0
16.12,Malphite,MID,2,0.0
16.12,Cassiopeia,MID,2,1.0
16.12,Vex,MID,2,0.5
16.12,Swain,MID,2,0.5
16.12,Ziggs,MID,2,0.0
16.12,Chogath,MID,2,0.5
16.12,XinZhao,MID,2,0.0
16.12,Akshan,MID,2,0.0
16.12,DrMundo,MID,1,0.0
16.12,Thresh,MID,1,0.0
16.12,Gwen,MID,1,0.0
16.12,Neeko,MID,1,1.0
16.12,Aatrox,MID,1,0.0
16.12,Garen,MID,1,1.0
16.12,Shen,MID,1,0.0
16.12,Elise,MID,1,1.0
16.12,KSante,MID,1,0.0
16.12,Twitch,MID,1,0.0
16.12,Ambessa,MID,1,0.0
16.12,Rumble,MID,1,0.0
16.12,Maokai,MID,1,1.0
16.12,Kaisa,MID,1,1.0
16.12,Viego,MID,1,0.0
16.12,Zeri,MID,1,1.0
16.12,Sion,MID,1,0.0
16.12,LeeSin,MID,1,0.0
16.12,Seraphine,MID,1,1.0
16.12,Tryndamere,MID,1,0.0
16.12,Nasus,MID,1,0.0
16.12,Sett,MID,1,0.0
16.12,Heimerdinger,MID,1,1.0
16.12,Tristana,MID,1,0.0
16.12,Illaoi,MID,1,1.0
16.12,Volibear,MID,1,1.0
16.12,Kennen,MID,1,0.0
16.12,Seraphine,SUPPORT,35,0.6
16.12,Nami,SUPPORT,34,0.3529
16.12,Thresh,SUPPORT,27,0.4444
16.12,Nautilus,SUPPORT,26,0.6154
16.12,Bard,SUPPORT,25,0.56
16.12,Karma,SUPPORT,15,0.4667
16.12,Blitzcrank,SUPPORT,12,0.5833
16.12,Leona,SUPPORT,12,0.4167
16.12,Sona,SUPPORT,12,0.4167
16.12,Janna,SUPPORT,12,0.5
16.12,Alistar,SUPPORT,11,0.4545
16.12,Poppy,SUPPORT,10,0.5
16.12,Soraka,SUPPORT,9,0.5556
16.12,Lulu,SUPPORT,9,0.5556
16.12,Rakan,SUPPORT,9,0.6667
16.12,Pyke,SUPPORT,8,0.625
16.12,Senna,SUPPORT,7,0.7143
16.12,Yuumi,SUPPORT,6,0.5
16.12,Braum,SUPPORT,6,0.3333
16.12,Milio,SUPPORT,6,0.3333
16.12,Lux,SUPPORT,6,0.5
16.12,Rell,SUPPORT,5,0.2
16.12,Swain,SUPPORT,5,0.0
16.12,Zilean,SUPPORT,4,0.5
16.12,Morgana,SUPPORT,4,0.25
16.12,Brand,SUPPORT,4,0.0
16.12,Zoe,SUPPORT,3,1.0
16.12,Taric,SUPPORT,3,0.3333
16.12,Renata,SUPPORT,3,0.6667
16.12,Maokai,SUPPORT,3,0.0
16.12,Elise,SUPPORT,3,0.6667
16.12,Pantheon,SUPPORT,2,0.5
16.12,Yasuo,SUPPORT,2,0.5
16.12,Zyra,SUPPORT,2,0.5
16.12,Galio,SUPPORT,2,0.5
16.12,Anivia,SUPPORT,2,1.0
16.12,Mel,SUPPORT,2,1.0
16.12,TahmKench,SUPPORT,2,0.5
16.12,Ezreal,SUPPORT,2,1.0
16.12,Fiora,SUPPORT,2,1.0
16.12,Camille,SUPPORT,2,0.5
16.12,Leblanc,SUPPORT,1,1.0
16.12,Neeko,SUPPORT,1,1.0
16.12,Nasus,SUPPORT,1,1.0
16.12,LeeSin,SUPPORT,1,1.0
16.12,Ivern,SUPPORT,1,0.0
16.12,Shaco,SUPPORT,1,1.0
16.12,MasterYi,SUPPORT,1,0.0
16.12,Amumu,SUPPORT,1,0.0
16.12,Gangplank,SUPPORT,1,0.0
16.12,Sion,SUPPORT,1,1.0
16.12,Ahri,SUPPORT,1,0.0
16.12,Xerath,SUPPORT,1,1.0
16.12,Velkoz,SUPPORT,1,0.0
16.12,MonkeyKing,SUPPORT,1,0.0
16.12,Garen,TOP,23,0.6087
16.12,Sion,TOP,19,0.3684
16.12,Ornn,TOP,16,0.75
16.12,KSante,TOP,12,0.4167
16.12,Gangplank,TOP,12,0.5833
16.12,Darius,TOP,12,0.75
16.12,Riven,TOP,11,0.7273
16.12,Vayne,TOP,11,0.2727
16.12,Jayce,TOP,10,0.2
16.12,Malphite,TOP,9,0.4444
16.12,Zaahen,TOP,8,0.5
16.12,Sett,TOP,8,0.375
16.12,Ambessa,TOP,8,0.125
16.12,Aatrox,TOP,8,0.25
16.12,Jax,TOP,8,0.375
16.12,Renekton,TOP,7,0.5714
16.12,Yorick,TOP,7,0.4286
16.12,DrMundo,TOP,7,0.7143
16.12,Shen,TOP,7,0.4286
16.12,Kled,TOP,6,0.5
16.12,Yone,TOP,6,0.5
16.12,Urgot,TOP,6,0.6667
16.12,Gnar,TOP,6,0.6667
16.12,Singed,TOP,6,0.5
16.12,Irelia,TOP,6,0.3333
16.12,Tryndamere,TOP,5,0.6
16.12,Kayle,TOP,5,0.4
16.12,Camille,TOP,5,0.4
16.12,Fiora,TOP,5,0.6
16.12,Pantheon,TOP,5,0.4
16.12,Teemo,TOP,5,0.4
16.12,Yasuo,TOP,5,0.6
16.12,Gragas,TOP,4,0.5
16.12,Mordekaiser,TOP,4,0.25
16.12,Volibear,TOP,4,0.75
16.12,Illaoi,TOP,4,0.75
16.12,Nasus,TOP,4,0.5
16.12,Cassiopeia,TOP,4,0.5
16.12,Rumble,TOP,3,0.3333
16.12,RekSai,TOP,3,1.0
16.12,Udyr,TOP,3,0.3333
16.12,Akali,TOP,3,0.3333
16.12,Gwen,TOP,3,0.0
16.12,Anivia,TOP,3,0.6667
16.12,Chogath,TOP,3,0.6667
16.12,Nidalee,TOP,3,0.3333
16.12,Swain,TOP,3,0.6667
16.12,Vladimir,TOP,3,0.6667
16.12,Annie,TOP,2,0.0
16.12,Maokai,TOP,2,1.0
16.12,Sejuani,TOP,2,0.5
16.12,Ryze,TOP,2,0.5
16.12,Heimerdinger,TOP,2,0.0
16.12,Sylas,TOP,2,1.0
16.12,MonkeyKing,TOP,2,0.0
16.12,Quinn,TOP,2,0.5
16.12,TwistedFate,TOP,2,0.5
16.12,Smolder,TOP,1,1.0
16.12,Kayn,TOP,1,0.0
16.12,Zilean,TOP,1,1.0
16.12,Zac,TOP,1,0.0
16.12,Ahri,TOP,1,1.0
16.12,Samira,TOP,1,0.0
16.12,Poppy,TOP,1,0.0
16.12,Brand,TOP,1,1.0
16.12,Skarner,TOP,1,1.0
16.12,Olaf,TOP,1,0.0
16.12,Trundle,TOP,1,0.0
16.12,MasterYi,TOP,1,1.0
16.12,Lissandra,TOP,1,0.0
16.12,Janna,TOP,1,0.0
16.12,Warwick,TOP,1,1.0
16.12,Zed,TOP,1,1.0
16.12,MissFortune,TOP,1,1.0
16.12,Rammus,TOP,1,1.0
16.12,Lux,TOP,1,0.0
16.12,Taliyah,TOP,1,1.0
16.12,Malzahar,TOP,1,1.0
16.12,TahmKench,TOP,1,1.0
16.13,Jinx,BOT,19,0.5263
16.13,Kalista,BOT,12,0.4167
16.13,Kaisa,BOT,12,0.6667
16.13,Caitlyn,BOT,11,0.7273
16.13,Senna,BOT,11,0.5455
16.13,Aphelios,BOT,9,0.6667
16.13,Jhin,BOT,9,0.3333
16.13,Lucian,BOT,8,0.375
16.13,Twitch,BOT,8,0.125
16.13,Seraphine,BOT,8,0.625
16.13,Ezreal,BOT,7,0.5714
16.13,Vayne,BOT,7,0.5714
16.13,Ashe,BOT,5,1.0
16.13,Corki,BOT,5,0.4
16.13,Smolder,BOT,5,0.6
16.13,Tristana,BOT,5,0.4
16.13,Xayah,BOT,4,0.25
16.13,Lux,BOT,4,0.25
16.13,Hwei,BOT,3,0.6667
16.13,Draven,BOT,3,0.6667
16.13,Veigar,BOT,3,0.0
16.13,Samira,BOT,3,0.6667
16.13,Velkoz,BOT,3,0.6667
16.13,Xerath,BOT,3,0.3333
16.13,MissFortune,BOT,3,0.0
16.13,Yasuo,BOT,3,0.0
16.13,Yunara,BOT,2,0.5
16.13,Varus,BOT,2,0.5
16.13,Sivir,BOT,2,0.5
16.13,Zeri,BOT,2,0.0
16.13,Nilah,BOT,2,1.0
16.13,KogMaw,BOT,2,0.0
16.13,Ziggs,BOT,2,0.5
16.13,Locke,BOT,2,0.0
16.13,Swain,BOT,2,1.0
16.13,Vladimir,BOT,1,1.0
16.13,Syndra,BOT,1,1.0
16.13,Sion,BOT,1,0.0
16.13,Pyke,BOT,1,1.0
16.13,Viktor,BOT,1,1.0
16.13,Brand,BOT,1,0.0
16.13,TwistedFate,BOT,1,0.0
16.13,Katarina,BOT,1,0.0
16.13,Heimerdinger,BOT,1,1.0
16.13,Karthus,BOT,1,1.0
16.13,Pantheon,BOT,1,1.0
16.13,Nunu,JUNGLE,31,0.5806
16.13,Hecarim,JUNGLE,11,0.4545
16.13,Graves,JUNGLE,10,0.4
16.13,Naafiri,JUNGLE,9,0.6667
16.13,LeeSin,JUNGLE,9,0.6667
16.13,Sylas,JUNGLE,9,0.5556
16.13,Rengar,JUNGLE,7,0.1429
16.13,JarvanIV,JUNGLE,7,0.1429
16.13,Talon,JUNGLE,7,0.4286
16.13,Nocturne,JUNGLE,6,0.5
16.13,Shaco,JUNGLE,5,0.4
16.13,Locke,JUNGLE,5,0.6
16.13,Vi,JUNGLE,5,0.8
16.13,Viego,JUNGLE,5,0.6
16.13,Khazix,JUNGLE,5,0.8
16.13,MonkeyKing,JUNGLE,5,0.8
16.13,MasterYi,JUNGLE,4,0.25
16.13,Kayn,JUNGLE,4,0.5
16.13,Evelynn,JUNGLE,4,0.75
16.13,Kindred,JUNGLE,3,0.6667
16.13,Udyr,JUNGLE,3,0.0
16.13,Lillia,JUNGLE,3,0.0
16.13,Shyvana,JUNGLE,3,0.6667
16.13,Diana,JUNGLE,3,0.0
16.13,Nidalee,JUNGLE,2,1.0
16.13,Olaf,JUNGLE,2,0.5
16.13,Briar,JUNGLE,2,0.5
16.13,RekSai,JUNGLE,2,0.5
16.13,Ekko,JUNGLE,2,0.0
16.13,Zac,JUNGLE,2,0.5
16.13,Zaahen,JUNGLE,2,1.0
16.13,Aatrox,JUNGLE,2,0.5
16.13,FiddleSticks,JUNGLE,2,0.0
16.13,Jax,JUNGLE,2,0.5
16.13,Ambessa,JUNGLE,2,0.5
16.13,Jayce,JUNGLE,1,1.0
16.13,Amumu,JUNGLE,1,0.0
16.13,Quinn,JUNGLE,1,0.0
16.13,Karthus,JUNGLE,1,0.0
16.13,Volibear,JUNGLE,1,1.0
16.13,Skarner,JUNGLE,1,0.0
16.13,Rammus,JUNGLE,1,1.0
16.13,Neeko,JUNGLE,1,0.0
16.13,Nasus,JUNGLE,1,1.0
16.13,Elise,JUNGLE,1,1.0
16.13,Rumble,JUNGLE,1,1.0
16.13,Belveth,JUNGLE,1,0.0
16.13,Zyra,JUNGLE,1,0.0
16.13,XinZhao,JUNGLE,1,0.0
16.13,Sejuani,JUNGLE,1,1.0
16.13,Vayne,JUNGLE,1,0.0
16.13,Yone,JUNGLE,1,1.0
16.13,Locke,MID,14,0.5714
16.13,Yone,MID,10,0.5
16.13,Sylas,MID,10,0.4
16.13,Akali,MID,9,0.7778
16.13,Hwei,MID,8,0.375
16.13,Viktor,MID,7,0.5714
16.13,Malzahar,MID,7,0.5714
16.13,Anivia,MID,7,0.2857
16.13,Kassadin,MID,6,0.5
16.13,Syndra,MID,5,0.2
16.13,TwistedFate,MID,5,0.4
16.13,Vladimir,MID,5,0.2
16.13,Yasuo,MID,4,0.25
16.13,Ryze,MID,4,0.25
16.13,Galio,MID,4,0.5
16.13,Diana,MID,4,1.0
16.13,Ahri,MID,4,0.75
16.13,Zoe,MID,4,0.25
16.13,Leblanc,MID,4,0.75
16.13,Zed,MID,4,0.5
16.13,Naafiri,MID,3,0.3333
16.13,Mel,MID,3,0.0
16.13,Lux,MID,3,0.0
16.13,Katarina,MID,3,0.6667
16.13,Annie,MID,3,0.3333
16.13,Cassiopeia,MID,3,0.6667
16.13,Swain,MID,3,0.6667
16.13,Orianna,MID,3,0.6667
16.13,Malphite,MID,3,0.6667
16.13,Vex,MID,3,0.6667
16.13,Tryndamere,MID,3,1.0
16.13,Smolder,MID,2,0.5
16.13,Caitlyn,MID,2,0.0
16.13,Fizz,MID,2,0.5
16.13,Riven,MID,2,0.5
16.13,Jayce,MID,2,0.5
16.13,Kayle,MID,2,0.5
16.13,Lissandra,MID,2,1.0
16.13,Talon,MID,2,0.5
16.13,Ekko,MID,2,0.5
16.13,Xerath,MID,2,0.0
16.13,Veigar,MID,2,1.0
16.13,Irelia,MID,1,1.0
16.13,Zac,MID,1,0.0
16.13,Aurora,MID,1,1.0
16.13,Azir,MID,1,0.0
16.13,Taliyah,MID,1,1.0
16.13,Garen,MID,1,0.0
16.13,Varus,MID,1,1.0
16.13,AurelionSol,MID,1,1.0
16.13,Karthus,MID,1,1.0
16.13,Kennen,MID,1,0.0
16.13,Camille,MID,1,0.0
16.13,Velkoz,MID,1,0.0
16.13,Singed,MID,1,0.0
16.13,Brand,MID,1,1.0
16.13,LeeSin,MID,1,1.0
16.13,Ambessa,MID,1,1.0
16.13,Twitch,MID,1,1.0
16.13,Kaisa,MID,1,0.0
16.13,Seraphine,MID,1,1.0
16.13,Janna,MID,1,0.0
16.13,Ezreal,MID,1,0.0
16.13,Ziggs,MID,1,1.0
16.13,Nautilus,SUPPORT,17,0.5882
16.13,Thresh,SUPPORT,13,0.6923
16.13,Senna,SUPPORT,13,0.5385
16.13,Blitzcrank,SUPPORT,11,0.2727
16.13,Seraphine,SUPPORT,10,0.5
16.13,Leona,SUPPORT,10,0.5
16.13,Bard,SUPPORT,9,0.3333
16.13,Nami,SUPPORT,9,0.5556
16.13,Sona,SUPPORT,9,0.5556
16.13,Pyke,SUPPORT,8,0.625
16.13,Milio,SUPPORT,8,0.5
16.13,Rell,SUPPORT,7,0.2857
16.13,Karma,SUPPORT,5,0.6
16.13,Alistar,SUPPORT,5,0.2
16.13,Soraka,SUPPORT,5,0.8
16.13,Janna,SUPPORT,4,0.75
16.13,Lulu,SUPPORT,4,0.25
16.13,TahmKench,SUPPORT,4,0.75
16.13,Maokai,SUPPORT,4,0.25
16.13,Pantheon,SUPPORT,4,0.25
16.13,Velkoz,SUPPORT,3,0.3333
16.13,Shaco,SUPPORT,3,1.0
16.13,Renata,SUPPORT,3,0.6667
16.13,Zilean,SUPPORT,3,0.3333
16.13,Yuumi,SUPPORT,3,0.0
16.13,Taric,SUPPORT,2,1.0
16.13,Lux,SUPPORT,2,0.0
16.13,Rakan,SUPPORT,2,0.5
16.13,Morgana,SUPPORT,2,0.0
16.13,Aatrox,SUPPORT,2,0.5
16.13,Elise,SUPPORT,2,0.5
16.13,Camille,SUPPORT,2,1.0
16.13,Poppy,SUPPORT,2,0.5
16.13,Skarner,SUPPORT,1,1.0
16.13,FiddleSticks,SUPPORT,1,1.0
16.13,Quinn,SUPPORT,1,1.0
16.13,Braum,SUPPORT,1,1.0
16.13,Zyra,SUPPORT,1,0.0
16.13,Xerath,SUPPORT,1,0.0
16.13,Annie,SUPPORT,1,0.0
16.13,Heimerdinger,SUPPORT,1,0.0
16.13,Hwei,SUPPORT,1,1.0
16.13,Brand,SUPPORT,1,1.0
16.13,Swain,SUPPORT,1,0.0
16.13,Yasuo,SUPPORT,1,0.0
16.13,Sion,TOP,11,0.3636
16.13,Garen,TOP,10,0.7
16.13,Malphite,TOP,9,0.5556
16.13,Aatrox,TOP,9,0.5556
16.13,Vayne,TOP,6,0.1667
16.13,Yone,TOP,6,0.5
16.13,Jax,TOP,6,0.5
16.13,Darius,TOP,6,0.5
16.13,Nasus,TOP,6,0.5
16.13,Zaahen,TOP,5,0.2
16.13,Sett,TOP,5,0.4
16.13,Ornn,TOP,5,0.6
16.13,Irelia,TOP,5,0.8
16.13,Teemo,TOP,5,0.2
16.13,Shen,TOP,5,0.4
16.13,Olaf,TOP,4,0.75
16.13,KSante,TOP,4,0.25
16.13,Tryndamere,TOP,4,0.5
16.13,DrMundo,TOP,4,0.5
16.13,Jayce,TOP,4,0.5
16.13,Singed,TOP,4,0.75
16.13,Ryze,TOP,3,1.0
16.13,Pantheon,TOP,3,0.3333
16.13,Yasuo,TOP,3,0.3333
16.13,Ambessa,TOP,3,0.3333
16.13,Gangplank,TOP,3,0.3333
16.13,Illaoi,TOP,3,0.3333
16.13,Akali,TOP,3,0.6667
16.13,Urgot,TOP,3,0.6667
16.13,Volibear,TOP,2,1.0
16.13,Poppy,TOP,2,0.0
16.13,Rumble,TOP,2,0.5
16.13,Kled,TOP,2,0.0
16.13,Mordekaiser,TOP,2,0.5
16.13,Yorick,TOP,2,1.0
16.13,Gnar,TOP,2,1.0
16.13,Renekton,TOP,2,0.5
16.13,Gragas,TOP,2,0.5
16.13,Swain,TOP,2,0.5
16.13,Riven,TOP,2,1.0
16.13,TahmKench,TOP,2,0.0
16.13,Gwen,TOP,2,0.5
16.13,Locke,TOP,2,0.5
16.13,Trundle,TOP,1,0.0
16.13,Naafiri,TOP,1,1.0
16.13,Taliyah,TOP,1,1.0
16.13,Ivern,TOP,1,1.0
16.13,Briar,TOP,1,1.0
16.13,Khazix,TOP,1,0.0
16.13,Vladimir,TOP,1,0.0
16.13,AurelionSol,TOP,1,0.0
16.13,Kayle,TOP,1,1.0
16.13,Cassiopeia,TOP,1,1.0
16.13,Fizz,TOP,1,0.0
16.13,Diana,TOP,1,1.0
16.13,Sylas,TOP,1,1.0
16.13,Annie,TOP,1,0.0
16.13,MasterYi,TOP,1,0.0
16.13,Heimerdinger,TOP,1,1.0
16.13,Kayn,TOP,1,0.0
16.13,XinZhao,TOP,1,0.0
16.13,TwistedFate,TOP,1,1.0
16.13,Zac,TOP,1,0.0
16.13,Zed,TOP,1,0.0
16.13,Kalista,TOP,1,1.0
16.13,Malzahar,TOP,1,1.0
16.13,Janna,TOP,1,0.0
16.13,Nocturne,TOP,1,1.0
16.13,Warwick,TOP,1,1.0
16.13,Vex,TOP,1,0.0
16.9,Jhin,BOT,20,0.65
16.9,Smolder,BOT,15,0.5333
16.9,Caitlyn,BOT,14,0.5
16.9,Ashe,BOT,13,0.5385
16.9,Ezreal,BOT,7,0.4286
16.9,Veigar,BOT,7,0.4286
16.9,Jinx,BOT,7,0.5714
16.9,Vayne,BOT,7,0.1429
16.9,Lucian,BOT,7,0.2857
16.9,Draven,BOT,6,0.5
16.9,Yunara,BOT,6,0.6667
16.9,Twitch,BOT,6,0.6667
16.9,Kaisa,BOT,6,0.5
16.9,Vladimir,BOT,6,0.6667
16.9,Seraphine,BOT,4,0.25
16.9,Tristana,BOT,4,0.75
16.9,MissFortune,BOT,4,0.25
16.9,Brand,BOT,3,0.6667
16.9,Aphelios,BOT,3,0.0
16.9,Senna,BOT,3,0.3333
16.9,Sivir,BOT,2,0.5
16.9,Nilah,BOT,2,0.5
16.9,Zeri,BOT,2,0.5
16.9,Ziggs,BOT,2,0.5
16.9,Xerath,BOT,2,1.0
16.9,Xayah,BOT,2,0.5
16.9,Samira,BOT,2,0.5
16.9,Zyra,BOT,1,1.0
16.9,KogMaw,BOT,1,0.0
16.9,Tryndamere,BOT,1,1.0
16.9,Varus,BOT,1,1.0
16.9,Katarina,BOT,1,0.0
16.9,Urgot,BOT,1,1.0
16.9,Mordekaiser,BOT,1,0.0
16.9,Lux,BOT,1,0.0
16.9,Kalista,BOT,1,0.0
16.9,Mel,BOT,1,0.0
16.9,Viego,JUNGLE,14,0.7143
16.9,Graves,JUNGLE,11,0.6364
16.9,Rengar,JUNGLE,10,0.5
16.9,Nocturne,JUNGLE,10,0.3
16.9,XinZhao,JUNGLE,7,0.5714
16.9,FiddleSticks,JUNGLE,6,0.3333
16.9,Udyr,JUNGLE,5,0.4
16.9,MasterYi,JUNGLE,5,0.4
16.9,Talon,JUNGLE,5,0.4
16.9,Shaco,JUNGLE,5,0.2
16.9,Kayn,JUNGLE,5,0.4
16.9,Lillia,JUNGLE,4,0.25
16.9,Vi,JUNGLE,4,0.5
16.9,Sylas,JUNGLE,4,0.75
16.9,JarvanIV,JUNGLE,4,0.5
16.9,Diana,JUNGLE,4,0.25
16.9,Shyvana,JUNGLE,4,0.5
16.9,LeeSin,JUNGLE,4,1.0
16.9,Naafiri,JUNGLE,4,1.0
16.9,Jayce,JUNGLE,3,0.3333
16.9,Sejuani,JUNGLE,3,0.3333
16.9,Aatrox,JUNGLE,3,0.6667
16.9,Khazix,JUNGLE,3,0.6667
16.9,Amumu,JUNGLE,3,0.3333
16.9,Ekko,JUNGLE,3,0.3333
16.9,Hecarim,JUNGLE,3,0.6667
16.9,Nunu,JUNGLE,2,0.0
16.9,Nasus,JUNGLE,2,0.5
