patch,champion,role,games,winrate
16.11,Jayce,MID,2,0.0
16.11,Gragas,MID,2,0.5
16.11,Singed,MID,2,0.5
16.11,Irelia,MID,2,1.0
16.11,Graves,MID,1,0.0
16.11,Urgot,MID,1,1.0
16.11,Ziggs,MID,1,1.0
16.11,Tristana,MID,1,0.0
16.11,Morgana,MID,1,0.0
16.11,KogMaw,MID,1,1.0
16.11,Zyra,MID,1,0.0
16.11,Karthus,MID,1,0.0
16.11,Tryndamere,MID,1,0.0
16.11,Lucian,MID,1,0.0
16.11,Gwen,MID,1,0.0
16.11,XinZhao,MID,1,1.0
16.11,Khazix,MID,1,1.0
16.11,Sejuani,MID,1,0.0
16.11,Varus,MID,1,0.0
16.11,MissFortune,MID,1,1.0
16.11,Naafiri,MID,1,0.0
16.11,Neeko,MID,1,0.0
16.11,Ezreal,MID,1,1.0
16.11,Sion,MID,1,1.0
16.11,Poppy,MID,1,0.0
16.11,Aatrox,MID,1,1.0
16.11,DrMundo,MID,1,1.0
16.11,Gangplank,MID,1,0.0
16.11,Pyke,MID,1,1.0
16.11,Zaahen,MID,1,0.0
16.11,TahmKench,MID,1,1.0
16.11,Nasus,MID,1,1.0
16.11,Shyvana,MID,1,0.0
16.11,FiddleSticks,MID,1,0.0
16.11,Kayn,MID,1,0.0
16.11,Thresh,MID,1,1.0
16.11,Swain,MID,1,0.0
16.11,Velkoz,MID,1,1.0
16.11,Viego,MID,1,0.0
16.11,Zac,MID,1,1.0
16.11,Zeri,MID,1,0.0
16.11,Twitch,MID,1,1.0
16.11,Darius,MID,1,0.0
16.11,Thresh,SUPPORT,32,0.375
16.11,Bard,SUPPORT,29,0.6897
16.11,Seraphine,SUPPORT,22,0.5909
16.11,Leona,SUPPORT,21,0.4762
16.11,Nami,SUPPORT,20,0.6
16.11,Senna,SUPPORT,20,0.45
16.11,Nautilus,SUPPORT,19,0.6316
16.11,Sona,SUPPORT,16,0.4375
16.11,Janna,SUPPORT,16,0.4375
16.11,Soraka,SUPPORT,15,0.5333
16.11,Karma,SUPPORT,14,0.5
16.11,Rell,SUPPORT,13,0.6154
16.11,Braum,SUPPORT,12,0.3333
16.11,Blitzcrank,SUPPORT,12,0.5
16.11,Pyke,SUPPORT,11,0.6364
16.11,Alistar,SUPPORT,11,0.5455
16.11,Milio,SUPPORT,11,0.5455
16.11,Zilean,SUPPORT,9,0.4444
16.11,Rakan,SUPPORT,8,0.25
16.11,Lulu,SUPPORT,8,0.625
16.11,Yuumi,SUPPORT,8,0.625
16.11,Zoe,SUPPORT,8,0.5
16.11,Lux,SUPPORT,7,0.4286
16.11,Zyra,SUPPORT,6,0.5
16.11,Velkoz,SUPPORT,6,0.3333
16.11,Pantheon,SUPPORT,6,0.6667
16.11,Maokai,SUPPORT,5,0.4
16.11,Renata,SUPPORT,5,0.6
16.11,Anivia,SUPPORT,4,0.0
16.11,Galio,SUPPORT,4,0.75
16.11,Morgana,SUPPORT,4,0.5
16.11,Poppy,SUPPORT,3,0.0
16.11,TahmKench,SUPPORT,3,0.3333
16.11,Shen,SUPPORT,3,0.6667
16.11,Skarner,SUPPORT,2,0.5
16.11,Zac,SUPPORT,2,0.0
16.11,Amumu,SUPPORT,2,0.5
16.11,Elise,SUPPORT,2,0.5
16.11,Xerath,SUPPORT,2,0.0
16.11,Swain,SUPPORT,2,1.0
16.11,Orianna,SUPPORT,2,0.0
16.11,Brand,SUPPORT,2,0.5
16.11,Hwei,SUPPORT,1,0.0
16.11,LeeSin,SUPPORT,1,1.0
16.11,Jax,SUPPORT,1,0.0
16.11,Taric,SUPPORT,1,0.0
16.11,Sylas,SUPPORT,1,0.0
16.11,TwistedFate,SUPPORT,1,0.0
16.11,Qiyana,SUPPORT,1,0.0
16.11,XinZhao,SUPPORT,1,1.0
16.11,Ekko,SUPPORT,1,0.0
16.11,Shaco,SUPPORT,1,0.0
16.11,Aatrox,SUPPORT,1,0.0
16.11,MonkeyKing,SUPPORT,1,0.0
16.11,Nunu,SUPPORT,1,0.0
16.11,Ezreal,SUPPORT,1,1.0
16.11,Trundle,SUPPORT,1,1.0
16.11,Teemo,SUPPORT,1,0.0
16.11,FiddleSticks,SUPPORT,1,1.0
16.11,Nidalee,SUPPORT,1,1.0
16.11,JarvanIV,SUPPORT,1,1.0
16.11,Rengar,SUPPORT,1,1.0
16.11,Neeko,SUPPORT,1,1.0
16.11,Garen,TOP,29,0.5862
16.11,Malphite,TOP,17,0.7059
16.11,Jayce,TOP,16,0.4375
16.11,Darius,TOP,14,0.5714
16.11,Singed,TOP,13,0.3846
16.11,Sett,TOP,12,0.75
16.11,Ornn,TOP,12,0.4167
16.11,Aatrox,TOP,12,0.4167
16.11,KSante,TOP,10,0.2
16.11,Yone,TOP,10,0.8
16.11,Shen,TOP,10,0.4
16.11,Gragas,TOP,10,0.7
16.11,Tryndamere,TOP,9,0.5556
16.11,Renekton,TOP,9,0.2222
16.11,Irelia,TOP,9,0.2222
16.11,Camille,TOP,9,0.2222
16.11,Urgot,TOP,8,0.5
16.11,DrMundo,TOP,8,0.625
16.11,Fiora,TOP,8,0.25
16.11,Varus,TOP,8,0.375
16.11,Gangplank,TOP,7,0.5714
16.11,Sion,TOP,7,0.4286
16.11,Pantheon,TOP,7,0.4286
16.11,Yasuo,TOP,7,0.4286
16.11,Gwen,TOP,7,0.7143
16.11,Jax,TOP,7,0.2857
16.11,Vayne,TOP,7,0.5714
16.11,Vladimir,TOP,7,0.4286
16.11,Teemo,TOP,6,0.6667
16.11,Gnar,TOP,6,0.3333
16.11,Ambessa,TOP,5,1.0
16.11,Kennen,TOP,5,0.0
16.11,XinZhao,TOP,5,0.2
16.11,Udyr,TOP,5,0.4
16.11,Trundle,TOP,5,0.6
16.11,Akali,TOP,5,0.6
16.11,Elise,TOP,5,1.0
16.11,Chogath,TOP,4,0.0
16.11,Rumble,TOP,4,0.75
16.11,Riven,TOP,4,0.75
16.11,Mordekaiser,TOP,4,0.0
16.11,Zoe,TOP,4,0.75
16.11,Quinn,TOP,3,1.0
16.11,Zaahen,TOP,3,0.3333
16.11,MonkeyKing,TOP,3,0.6667
16.11,Nasus,TOP,3,1.0
16.11,Volibear,TOP,3,0.3333
16.11,Yorick,TOP,3,1.0
16.11,Poppy,TOP,3,0.6667
16.11,Cassiopeia,TOP,2,0.5
16.11,Rammus,TOP,2,0.0
16.11,Illaoi,TOP,2,0.0
16.11,Warwick,TOP,2,1.0
16.11,TwistedFate,TOP,2,0.5
16.11,Smolder,TOP,2,0.5
16.11,Malzahar,TOP,2,0.0
16.11,Maokai,TOP,2,0.0
16.11,Ryze,TOP,2,1.0
16.11,Kayle,TOP,2,1.0
16.11,Leblanc,TOP,1,0.0
16.11,Lissandra,TOP,1,1.0
16.11,Fizz,TOP,1,1.0
16.11,Swain,TOP,1,1.0
16.11,Aurora,TOP,1,1.0
16.11,Sylas,TOP,1,0.0
16.11,FiddleSticks,TOP,1,1.0
16.11,Nidalee,TOP,1,0.0
16.11,Heimerdinger,TOP,1,0.0
16.11,Sona,TOP,1,1.0
16.11,Ekko,TOP,1,1.0
16.11,Zeri,TOP,1,0.0
16.11,TahmKench,TOP,1,0.0
16.11,Kled,TOP,1,0.0
16.11,RekSai,TOP,1,0.0
16.11,Zilean,TOP,1,1.0
16.11,Caitlyn,TOP,1,1.0
16.11,Belveth,TOP,1,0.0
16.11,Twitch,TOP,1,0.0
16.11,Anivia,TOP,1,1.0
16.11,Katarina,TOP,1,1.0
16.11,Galio,TOP,1,1.0
16.11,LeeSin,TOP,1,0.0
16.11,Lucian,TOP,1,0.0
16.11,AurelionSol,TOP,1,1.0
16.11,Viktor,TOP,1,1.0
16.11,Velkoz,TOP,1,0.0
16.11,Briar,TOP,1,1.0
16.11,Akshan,TOP,1,0.0
16.11,Karma,TOP,1,0.0
16.11,Olaf,TOP,1,0.0
16.12,Jhin,BOT,39,0.4103
16.12,Senna,BOT,31,0.5806
16.12,Jinx,BOT,30,0.5333
16.12,Caitlyn,BOT,28,0.3929
16.12,Ashe,BOT,22,0.5
16.12,Ezreal,BOT,19,0.3158
16.12,Lucian,BOT,17,0.4118
16.12,Twitch,BOT,16,0.5625
16.12,Tristana,BOT,16,0.6875
16.12,Draven,BOT,14,0.5714
16.12,Kaisa,BOT,12,0.3333
16.12,Xayah,BOT,10,0.5
16.12,Smolder,BOT,10,0.8
16.12,Aphelios,BOT,10,0.7
16.12,Brand,BOT,9,0.4444
16.12,Samira,BOT,9,0.7778
16.12,Corki,BOT,8,0.25
16.12,Vayne,BOT,8,1.0
16.12,Zeri,BOT,7,0.4286
16.12,Yunara,BOT,7,0.7143
16.12,Veigar,BOT,7,0.4286
16.12,Seraphine,BOT,6,0.5
16.12,Swain,BOT,6,0.5
16.12,MissFortune,BOT,6,0.3333
16.12,Karthus,BOT,5,0.4
16.12,Sivir,BOT,5,0.4
16.12,Ziggs,BOT,5,0.2
16.12,Kalista,BOT,5,0.4
16.12,Lux,BOT,5,0.4
16.12,AurelionSol,BOT,4,0.5
16.12,Varus,BOT,4,0.5
16.12,Irelia,BOT,3,0.0
16.12,Velkoz,BOT,3,0.3333
16.12,Zyra,BOT,2,1.0
16.12,Katarina,BOT,2,1.0
16.12,KogMaw,BOT,2,1.0
16.12,Xerath,BOT,2,0.0
16.12,Syndra,BOT,2,0.5
16.12,Viktor,BOT,2,0.5
16.12,Mel,BOT,2,0.0
16.12,Yasuo,BOT,2,0.5
16.12,Ahri,BOT,1,0.0
16.12,Nilah,BOT,1,1.0
16.12,Fiora,BOT,1,0.0
16.12,Vladimir,BOT,1,1.0
16.12,Hwei,BOT,1,1.0
16.12,Soraka,BOT,1,1.0
16.12,Graves,JUNGLE,24,0.5833
16.12,JarvanIV,JUNGLE,22,0.5455
16.12,Viego,JUNGLE,21,0.4762
16.12,LeeSin,JUNGLE,21,0.4286
16.12,Diana,JUNGLE,18,0.4444
16.12,Kayn,JUNGLE,17,0.2941
16.12,Talon,JUNGLE,14,0.5
16.12,Rengar,JUNGLE,14,0.5714
16.12,Nocturne,JUNGLE,14,0.6429
16.12,Shaco,JUNGLE,11,0.6364
16.12,Khazix,JUNGLE,11,0.3636
16.12,MonkeyKing,JUNGLE,11,0.7273
16.12,Shyvana,JUNGLE,10,0.6
16.12,RekSai,JUNGLE,10,0.6
16.12,Naafiri,JUNGLE,9,0.5556
16.12,Udyr,JUNGLE,9,0.4444
16.12,Nasus,JUNGLE,9,0.8889
16.12,Vi,JUNGLE,9,0.6667
16.12,Ambessa,JUNGLE,8,0.25
16.12,Belveth,JUNGLE,8,0.75
16.12,Hecarim,JUNGLE,8,0.5
16.12,Sylas,JUNGLE,7,0.1429
16.12,FiddleSticks,JUNGLE,7,0.4286
16.12,Ekko,JUNGLE,7,0.8571
16.12,Briar,JUNGLE,7,0.7143
16.12,XinZhao,JUNGLE,6,0.6667
16.12,MasterYi,JUNGLE,6,0.1667
16.12,Lillia,JUNGLE,6,0.3333
16.12,Zac,JUNGLE,6,0.3333
16.12,Kindred,JUNGLE,5,0.6
16.12,Aatrox,JUNGLE,5,0.8
16.12,Jax,JUNGLE,5,0.2
16.12,Volibear,JUNGLE,4,0.5
16.12,Jayce,JUNGLE,4,0.5
16.12,Elise,JUNGLE,4,0.25
16.12,Zyra,JUNGLE,3,0.0
16.12,Maokai,JUNGLE,3,0.6667
16.12,Qiyana,JUNGLE,3,0.3333
16.12,Olaf,JUNGLE,3,0.3333
16.12,Nunu,JUNGLE,2,0.0
16.12,Darius,JUNGLE,2,0.5
16.12,Brand,JUNGLE,2,0.5
16.12,Karthus,JUNGLE,2,0.5
16.12,Evelynn,JUNGLE,2,0.5
16.12,Nidalee,JUNGLE,2,0.5
16.12,Trundle,JUNGLE,2,0.5
16.12,Rammus,JUNGLE,2,1.0
16.12,Gragas,JUNGLE,2,0.0
16.12,Ivern,JUNGLE,2,0.0
16.12,Sejuani,JUNGLE,2,0.0
16.12,Quinn,JUNGLE,2,0.5
16.12,Warwick,JUNGLE,2,0.5
16.12,Skarner,JUNGLE,2,0.5
16.12,Pantheon,JUNGLE,2,0.5
16.12,Zed,JUNGLE,1,0.0
16.12,Chogath,JUNGLE,1,1.0
16.12,Taliyah,JUNGLE,1,0.0
16.12,Riven,JUNGLE,1,0.0
16.12,Nautilus,JUNGLE,1,0.0
16.12,Vayne,JUNGLE,1,0.0
16.12,Yorick,JUNGLE,1,1.0
16.12,Shen,JUNGLE,1,1.0
16.12,Zaahen,JUNGLE,1,0.0
16.12,Sylas,MID,25,0.6
16.12,Ahri,MID,24,0.625
16.12,Hwei,MID,21,0.4762
16.12,Syndra,MID,19,0.8947
16.12,TwistedFate,MID,17,0.5294
16.12,Yone,MID,15,0.4
16.12,Yasuo,MID,15,0.6
16.12,Galio,MID,12,0.4167
16.12,Akali,MID,11,0.6364
16.12,Katarina,MID,11,0.5455
16.12,Viktor,MID,10,0.3
16.12,Fizz,MID,9,0.4444
16.12,Malzahar,MID,9,0.5556
16.12,Anivia,MID,9,0.4444
16.12,Lux,MID,9,0.4444
16.12,Ekko,MID,8,0.5
16.12,Vladimir,MID,8,0.625
16.12,Ryze,MID,8,0.25
16.12,Aurora,MID,8,1.0
16.12,Veigar,MID,8,0.375
16.12,Orianna,MID,8,0.5
16.12,Xerath,MID,7,0.8571
16.12,Zoe,MID,7,0.5714
16.12,Kassadin,MID,7,0.2857
16.12,Azir,MID,6,0.3333
16.12,AurelionSol,MID,6,0.3333
16.12,Annie,MID,5,0.4
16.12,Diana,MID,5,0.4
16.12,Leblanc,MID,5,0.0
16.12,Akshan,MID,5,0.4
16.12,Riven,MID,4,0.5
16.12,Talon,MID,4,0.5
16.12,Velkoz,MID,4,0.25
16.12,Zed,MID,4,0.25
16.12,Ziggs,MID,4,0.25
16.12,Singed,MID,3,1.0
16.12,Qiyana,MID,3,0.3333
16.12,Cassiopeia,MID,3,1.0
16.12,Taliyah,MID,3,0.6667
16.12,Jayce,MID,3,0.3333
16.12,Sion,MID,3,0.0
16.12,Renekton,MID,3,1.0
16.12,Neeko,MID,2,0.5
16.12,Garen,MID,2,1.0
16.12,Mel,MID,2,0.5
16.12,Malphite,MID,2,0.0
16.12,Twitch,MID,2,0.0
16.12,Vex,MID,2,0.5
16.12,Brand,MID,2,0.5
16.12,FiddleSticks,MID,2,0.0
16.12,Tristana,MID,2,0.5
16.12,Ezreal,MID,2,1.0
16.12,DrMundo,MID,1,0.0
16.12,Thresh,MID,1,0.0
16.12,Gwen,MID,1,0.0
16.12,Aatrox,MID,1,0.0
16.12,Shen,MID,1,0.0
16.12,Elise,MID,1,1.0
16.12,KSante,MID,1,0.0
16.12,Swain,MID,1,0.0
16.12,Ambessa,MID,1,0.0
16.12,Rumble,MID,1,0.0
16.12,Maokai,MID,1,1.0
16.12,Zeri,MID,1,1.0
16.12,LeeSin,MID,1,0.0
16.12,Seraphine,MID,1,1.0
16.12,Chogath,MID,1,0.0
16.12,Tryndamere,MID,1,0.0
16.12,XinZhao,MID,1,0.0
16.12,Nasus,MID,1,0.0
16.12,Sett,MID,1,0.0
16.12,Volibear,MID,1,1.0
16.12,Kennen,MID,1,0.0
16.12,Lissandra,MID,1,0.0
16.12,Nautilus,MID,1,0.0
16.12,Kayle,MID,1,1.0
16.12,Morgana,MID,1,0.0
16.12,Poppy,MID,1,0.0
16.12,Irelia,MID,1,0.0
16.12,Naafiri,MID,1,0.0
16.12,Zilean,MID,1,1.0
16.12,Smolder,MID,1,1.0
16.12,Nami,SUPPORT,39,0.3333
16.12,Seraphine,SUPPORT,37,0.6486
16.12,Thresh,SUPPORT,32,0.4062
16.12,Bard,SUPPORT,29,0.5862
16.12,Nautilus,SUPPORT,28,0.6786
16.12,Janna,SUPPORT,16,0.5
16.12,Leona,SUPPORT,13,0.3077
16.12,Karma,SUPPORT,13,0.4615
16.12,Pyke,SUPPORT,12,0.5833
16.12,Sona,SUPPORT,12,0.4167
16.12,Milio,SUPPORT,12,0.5833
16.12,Blitzcrank,SUPPORT,11,0.4545
16.12,Lulu,SUPPORT,10,0.6
16.12,Soraka,SUPPORT,9,0.4444
16.12,Alistar,SUPPORT,9,0.3333
16.12,Rakan,SUPPORT,9,0.6667
16.12,Senna,SUPPORT,9,0.5556
16.12,Yuumi,SUPPORT,6,0.5
16.12,Braum,SUPPORT,6,0.5
16.12,Poppy,SUPPORT,6,0.5
16.12,Lux,SUPPORT,6,0.3333
16.12,Zilean,SUPPORT,5,0.4
16.12,Morgana,SUPPORT,5,0.4
16.12,Galio,SUPPORT,5,0.4
16.12,Rell,SUPPORT,5,0.2
16.12,Camille,SUPPORT,5,0.4
16.12,Brand,SUPPORT,4,0.0
16.12,Swain,SUPPORT,4,0.0
16.12,Maokai,SUPPORT,4,0.5
16.12,Zoe,SUPPORT,3,1.0
16.12,Zyra,SUPPORT,3,0.3333
16.12,Renata,SUPPORT,3,1.0
16.12,Velkoz,SUPPORT,3,0.6667
16.12,Pantheon,SUPPORT,2,0.0
16.12,Taric,SUPPORT,2,0.5
16.12,Shaco,SUPPORT,2,1.0
16.12,Anivia,SUPPORT,2,1.0
16.12,TahmKench,SUPPORT,2,0.5
16.12,Ezreal,SUPPORT,2,1.0
16.12,Elise,SUPPORT,2,1.0
16.12,FiddleSticks,SUPPORT,2,0.0
16.12,Sylas,SUPPORT,2,0.5
16.12,Yasuo,SUPPORT,1,1.0
16.12,Leblanc,SUPPORT,1,1.0
16.12,Neeko,SUPPORT,1,1.0
16.12,Nasus,SUPPORT,1,1.0
16.12,LeeSin,SUPPORT,1,1.0
16.12,Ivern,SUPPORT,1,0.0
16.12,MasterYi,SUPPORT,1,0.0
16.12,Mel,SUPPORT,1,1.0
16.12,Amumu,SUPPORT,1,0.0
16.12,Fiora,SUPPORT,1,1.0
16.12,Gangplank,SUPPORT,1,0.0
16.12,Sion,SUPPORT,1,1.0
16.12,MonkeyKing,SUPPORT,1,0.0
16.12,Shen,SUPPORT,1,0.0
16.12,Hwei,SUPPORT,1,1.0
16.12,Skarner,SUPPORT,1,0.0
16.12,Veigar,SUPPORT,1,1.0
16.12,Garen,TOP,23,0.6087
16.12,Gangplank,TOP,17,0.5882
16.12,Jayce,TOP,16,0.375
16.12,Sion,TOP,15,0.4667
16.12,Vayne,TOP,14,0.3571
16.12,Darius,TOP,13,0.6154
16.12,Ornn,TOP,13,0.5385
16.12,Riven,TOP,11,0.6364
16.12,Malphite,TOP,11,0.3636
16.12,KSante,TOP,10,0.4
16.12,Renekton,TOP,10,0.6
16.12,Aatrox,TOP,10,0.3
16.12,Jax,TOP,10,0.4
16.12,Sett,TOP,9,0.3333
16.12,Yone,TOP,9,0.6667
16.12,Urgot,TOP,8,0.5
16.12,Zaahen,TOP,7,0.4286
16.12,Ambessa,TOP,7,0.2857
16.12,Gnar,TOP,7,0.5714
16.12,DrMundo,TOP,7,0.4286
16.12,Mordekaiser,TOP,7,0.4286
16.12,Shen,TOP,7,0.5714
16.12,Chogath,TOP,7,0.7143
16.12,Kayle,TOP,6,0.5
16.12,Yorick,TOP,6,0.1667
16.12,Volibear,TOP,6,0.5
16.12,Singed,TOP,6,0.5
16.12,Teemo,TOP,6,0.5
16.12,Kled,TOP,5,0.4
16.12,Fiora,TOP,5,0.6
16.12,Yasuo,TOP,5,0.6
16.12,Cassiopeia,TOP,5,0.4
16.12,Tryndamere,TOP,4,0.75
16.12,Rumble,TOP,4,0.25
16.12,Camille,TOP,4,0.25
16.12,Udyr,TOP,4,0.25
16.12,Pantheon,TOP,4,0.5
16.12,Illaoi,TOP,4,0.75
16.12,Nasus,TOP,4,0.5
16.12,Irelia,TOP,4,0.5
16.12,Gragas,TOP,3,0.3333
16.12,RekSai,TOP,3,1.0
16.12,Akali,TOP,3,0.3333
16.12,Gwen,TOP,3,0.0
16.12,Anivia,TOP,3,1.0
16.12,Nidalee,TOP,3,0.3333
16.12,Sejuani,TOP,3,1.0
16.12,Trundle,TOP,3,0.6667
16.12,TwistedFate,TOP,3,0.3333
16.12,FiddleSticks,TOP,3,0.6667
16.12,Graves,TOP,3,0.6667
16.12,Kayn,TOP,2,0.0
16.12,Zilean,TOP,2,0.5
16.12,Annie,TOP,2,0.0
16.12,Maokai,TOP,2,1.0
16.12,Olaf,TOP,2,0.5
16.12,MasterYi,TOP,2,1.0
16.12,Lissandra,TOP,2,0.5
16.12,Quinn,TOP,2,0.5
16.12,Vladimir,TOP,2,0.0
16.12,Warwick,TOP,2,0.5
16.12,Veigar,TOP,2,1.0
16.12,Smolder,TOP,1,1.0
16.12,Zac,TOP,1,0.0
16.12,Ahri,TOP,1,1.0
16.12,Samira,TOP,1,0.0
16.12,Poppy,TOP,1,0.0
16.12,Brand,TOP,1,1.0
16.12,Skarner,TOP,1,1.0
16.12,MonkeyKing,TOP,1,0.0
16.12,Janna,TOP,1,0.0
16.12,Zed,TOP,1,1.0
16.12,MissFortune,TOP,1,1.0
16.12,Rammus,TOP,1,1.0
16.12,Lux,TOP,1,0.0
16.12,Taliyah,TOP,1,1.0
16.12,Swain,TOP,1,0.0
16.12,Malzahar,TOP,1,1.0
16.12,XinZhao,TOP,1,0.0
16.12,TahmKench,TOP,1,1.0
16.12,Morgana,TOP,1,1.0
16.12,Sylas,TOP,1,1.0
16.12,Naafiri,TOP,1,1.0
16.12,Vex,TOP,1,0.0
16.12,Kennen,TOP,1,1.0
16.13,Jinx,BOT,22,0.5
16.13,Kaisa,BOT,19,0.6316
16.13,Jhin,BOT,19,0.6842
16.13,Caitlyn,BOT,17,0.4706
16.13,Senna,BOT,13,0.6923
16.13,Lucian,BOT,12,0.25
16.13,Kalista,BOT,12,0.4167
16.13,Vayne,BOT,12,0.4167
16.13,Tristana,BOT,11,0.5455
16.13,Ezreal,BOT,10,0.6
16.13,Aphelios,BOT,9,0.5556
16.13,Xayah,BOT,8,0.375
16.13,Ashe,BOT,8,0.625
16.13,Seraphine,BOT,7,0.8571
16.13,Twitch,BOT,7,0.2857
16.13,AurelionSol,BOT,7,0.4286
16.13,Hwei,BOT,6,0.3333
16.13,Corki,BOT,5,0.2
16.13,Smolder,BOT,5,0.6
16.13,Yunara,BOT,4,0.25
16.13,Draven,BOT,4,0.5
16.13,Yasuo,BOT,4,0.25
16.13,MissFortune,BOT,4,0.25
16.13,Swain,BOT,4,0.75
16.13,Samira,BOT,4,0.25
16.13,Varus,BOT,3,0.3333
16.13,Nilah,BOT,3,1.0
16.13,Mel,BOT,3,0.3333
16.13,Vladimir,BOT,2,0.5
16.13,Veigar,BOT,2,0.0
16.13,Velkoz,BOT,2,1.0
16.13,Katarina,BOT,2,0.5
16.13,Locke,BOT,2,0.0
16.13,KogMaw,BOT,2,0.5
16.13,Karthus,BOT,2,1.0
16.13,Sivir,BOT,2,0.0
16.13,Brand,BOT,2,0.5
16.13,Viktor,BOT,2,0.5
16.13,Syndra,BOT,1,1.0
16.13,Heimerdinger,BOT,1,1.0
16.13,Ziggs,BOT,1,0.0
16.13,Lux,BOT,1,1.0
16.13,Pantheon,BOT,1,1.0
16.13,Cassiopeia,BOT,1,0.0
16.13,Fiora,BOT,1,0.0
16.13,Zeri,BOT,1,1.0
16.13,TwistedFate,BOT,1,1.0
16.13,Lissandra,BOT,1,0.0
16.13,Fizz,BOT,1,0.0
16.13,Zyra,BOT,1,0.0
16.13,Graves,JUNGLE,21,0.4286
16.13,JarvanIV,JUNGLE,14,0.3571
16.13,Viego,JUNGLE,13,0.3846
16.13,Kayn,JUNGLE,12,0.3333
16.13,LeeSin,JUNGLE,12,0.5833
16.13,Naafiri,JUNGLE,11,0.6364
16.13,Hecarim,JUNGLE,10,0.7
16.13,MasterYi,JUNGLE,10,0.6
16.13,Vi,JUNGLE,10,0.8
16.13,Rengar,JUNGLE,10,0.4
16.13,Talon,JUNGLE,10,0.5
16.13,Sylas,JUNGLE,10,0.7
16.13,MonkeyKing,JUNGLE,8,0.75
16.13,Locke,JUNGLE,7,0.7143
16.13,FiddleSticks,JUNGLE,6,0.3333
16.13,Briar,JUNGLE,6,0.1667
16.13,Udyr,JUNGLE,5,0.2
16.13,Lillia,JUNGLE,5,0.2
16.13,Nocturne,JUNGLE,5,0.4
16.13,Ekko,JUNGLE,5,0.6
16.13,Shaco,JUNGLE,4,0.5
16.13,Kindred,JUNGLE,4,1.0
16.13,Belveth,JUNGLE,4,0.0
16.13,RekSai,JUNGLE,4,0.25
16.13,Diana,JUNGLE,4,0.0
16.13,Nunu,JUNGLE,4,0.5
16.13,Nidalee,JUNGLE,3,1.0
16.13,Olaf,JUNGLE,3,0.6667
16.13,Shyvana,JUNGLE,3,0.3333
16.13,Khazix,JUNGLE,3,0.6667
16.13,Aatrox,JUNGLE,3,0.6667
16.13,Zac,JUNGLE,3,0.3333
16.13,Elise,JUNGLE,3,0.3333
16.13,Evelynn,JUNGLE,3,0.6667
16.13,Ambessa,JUNGLE,3,0.3333
16.13,Nasus,JUNGLE,3,0.6667
16.13,Ivern,JUNGLE,3,0.3333
16.13,Jayce,JUNGLE,2,0.5
16.13,Karthus,JUNGLE,2,0.5
16.13,Jax,JUNGLE,2,0.5
16.13,XinZhao,JUNGLE,2,0.5
16.13,Sejuani,JUNGLE,2,1.0
16.13,Malphite,JUNGLE,2,1.0
16.13,Amumu,JUNGLE,1,0.0
16.13,Quinn,JUNGLE,1,0.0
16.13,Rumble,JUNGLE,1,1.0
16.13,Zaahen,JUNGLE,1,1.0
16.13,Zyra,JUNGLE,1,0.0
16.13,Vayne,JUNGLE,1,0.0
16.13,Yone,JUNGLE,1,1.0
16.13,Rammus,JUNGLE,1,1.0
16.13,Teemo,JUNGLE,1,0.0
16.13,Qiyana,JUNGLE,1,1.0
16.13,Ezreal,JUNGLE,1,0.0
16.13,Darius,JUNGLE,1,1.0
16.13,Jhin,JUNGLE,1,0.0
16.13,Warwick,JUNGLE,1,0.0
16.13,Mordekaiser,JUNGLE,1,1.0
16.13,Locke,MID,22,0.5
16.13,Sylas,MID,16,0.5
16.13,Viktor,MID,14,0.7857
16.13,Mel,MID,13,0.3846
16.13,Hwei,MID,11,0.5455
16.13,Yone,MID,11,0.3636
16.13,Ahri,MID,10,0.5
16.13,Yasuo,MID,9,0.4444
16.13,AurelionSol,MID,9,0.4444
16.13,Malzahar,MID,8,0.625
16.13,Galio,MID,7,0.4286
16.13,Kassadin,MID,6,0.3333
16.13,Orianna,MID,6,0.6667
16.13,TwistedFate,MID,6,0.5
16.13,Xerath,MID,6,0.3333
16.13,Zed,MID,6,0.3333
16.13,Syndra,MID,5,0.2
16.13,Vladimir,MID,5,0.2
16.13,Anivia,MID,5,0.4
16.13,Fizz,MID,5,0.6
16.13,Naafiri,MID,4,0.75
16.13,Lux,MID,4,0.25
16.13,Katarina,MID,4,0.25
16.13,Diana,MID,4,1.0
16.13,Vex,MID,4,0.5
16.13,Leblanc,MID,4,0.25
16.13,Akali,MID,4,0.5
16.13,Veigar,MID,4,0.75
16.13,Tryndamere,MID,3,1.0
16.13,Ekko,MID,3,0.0
16.13,Irelia,MID,2,1.0
16.13,Aurora,MID,2,0.5
16.13,Ryze,MID,2,0.5
16.13,Annie,MID,2,0.5
16.13,Azir,MID,2,0.0
16.13,Cassiopeia,MID,2,1.0
16.13,Swain,MID,2,0.5
16.13,Smolder,MID,2,0.5
16.13,Malphite,MID,2,1.0
16.13,Zoe,MID,2,0.0
16.13,Lissandra,MID,2,0.5
16.13,Talon,MID,2,0.5
16.13,Riven,MID,2,0.5
16.13,Chogath,MID,2,0.5
16.13,Qiyana,MID,2,0.0
16.13,Pantheon,MID,2,0.5
16.13,Zac,MID,1,0.0
16.13,Taliyah,MID,1,1.0
16.13,Garen,MID,1,0.0
16.13,Brand,MID,1,1.0
16.13,LeeSin,MID,1,1.0
